"","ID","year","month","element","Val1","xxM1","xxQ1","xxS1","Val2","xxM2","xxQ2","xxS2","Val3","xxM3","xxQ3","xxS3","Val4","xxM4","xxQ4","xxS4","Val5","xxM5","xxQ5","xxS5","Val6","xxM6","xxQ6","xxS6","Val7","xxM7","xxQ7","xxS7","Val8","xxM8","xxQ8","xxS8","Val9","xxM9","xxQ9","xxS9","Val10","xxM10","xxQ10","xxS10","Val11","xxM11","xxQ11","xxS11","Val12","xxM12","xxQ12","xxS12","Val13","xxM13","xxQ13","xxS13","Val14","xxM14","xxQ14","xxS14","Val15","xxM15","xxQ15","xxS15","Val16","xxM16","xxQ16","xxS16","Val17","xxM17","xxQ17","xxS17","Val18","xxM18","xxQ18","xxS18","Val19","xxM19","xxQ19","xxS19","Val20","xxM20","xxQ20","xxS20","Val21","xxM21","xxQ21","xxS21","Val22","xxM22","xxQ22","xxS22","Val23","xxM23","xxQ23","xxS23","Val24","xxM24","xxQ24","xxS24","Val25","xxM25","xxQ25","xxS25","Val26","xxM26","xxQ26","xxS26","Val27","xxM27","xxQ27","xxS27","Val28","xxM28","xxQ28","xxS28","Val29","xxM29","xxQ29","xxS29","Val30","xxM30","xxQ30","xxS30","Val31","xxM31","xxQ31","xxS31"
"3","USC00201484",1900,7,"PRCP",0,"P"," ","6",0,"P"," ","6",0,"P"," ","6",0,"P"," ","6",0,"P"," ","6",0,"P"," ","6",0,"P"," ","6",5," "," ","6",0,"T"," ","6",30," "," ","6",64," "," ","6",0,"T"," ","6",0,"T"," ","6",99," "," ","6",46," "," ","6",86," "," ","6",198," "," ","6",0," "," ","6",46," "," ","6",8," "," ","6",0," "," ","6",0," "," ","6",64," "," ","6",0," "," ","6",8," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",152," "," ","6",0," "," ","6",15," "," ","6"
"7","USC00201484",1900,8,"PRCP",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",38," "," ","6",114," "," ","6",249," "," ","6",201," "," ","6",0,"T"," ","6",25," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",74," "," ","6",48," "," ","6",0," "," ","6",0," "," ","6",8," "," ","6",0,"T"," ","6",0," "," ","6",0," "," ","6",25," "," ","6",10," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6"
"11","USC00201484",1900,9,"PRCP",0," "," ","6",112," "," ","6",38," "," ","6",0," "," ","6",394," "," ","6",196," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",140," "," ","6",584," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",279," "," ","6",10," "," ","6",0," "," ","6",33," "," ","6",53," "," ","6",38," "," ","6",76," "," ","6",56," "," ","6",36," "," ","6",28," "," ","6",43," "," ","6",51," "," ","6",61," "," ","6",15," "," ","6",0," "," ","6",NA," "," "," "
"15","USC00201484",1900,10,"PRCP",0," "," ","6",0," "," ","6",38," "," ","6",13," "," ","6",33," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0,"T"," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",25," "," ","6",86," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",5," "," ","6",20," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",170," "," ","6",13," "," ","6",25," "," ","6",64," "," ","6"
"19","USC00201484",1900,11,"PRCP",155," "," ","6",0," "," ","6",20," "," ","6",3," "," ","6",10," "," ","6",0," "," ","6",30," "," ","6",51," "," ","6",0,"T"," ","6",0," "," ","6",25," "," ","6",38," "," ","6",419," "," ","6",0," "," ","6",25," "," ","6",13," "," ","6",3," "," ","6",13," "," ","6",13," "," ","6",13," "," ","6",5," "," ","6",0,"T"," ","6",13," "," ","6",0," "," ","6",0,"T"," ","6",5," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",25," "," ","6",NA," "," "," "
"24","USC00201484",1900,12,"PRCP",0,"P"," ","6",0,"P"," ","6",0,"P"," ","6",0,"P"," ","6",0,"P"," ","6",25," "," ","6",0," "," ","6",0," "," ","6",89," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",203," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",0," "," ","6",51," "," ","6",76," "," ","6",76," "," ","6",0," "," ","6",102," "," ","6",0," "," ","6",0," "," ","6",203," "," ","6",NA," "," "," "
"30","USC00201484",1901,1,"PRCP",NA," "," "," ",NA," "," "," ",NA," "," "," ",254," "," ","0",NA," "," "," ",762," "," ","0",NA," "," "," ",NA," "," "," ",508," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",1016," ","O","0",508," "," ","0",508," "," ","0",762," ","O","0",NA," "," "," ",508," "," ","0",254," "," ","0",254," "," ","0",NA," "," "," ",0,"T"," ","0",0,"T"," ","0",0,"T"," ","0",NA," "," "," ",762," ","O","0",NA," "," "," ",NA," "," "," "
"37","USC00201484",1901,2,"PRCP",NA," "," "," ",NA," "," "," ",NA," "," "," ",762," "," ","0",NA," "," "," ",NA," "," "," ",0,"T"," ","0",0,"T"," ","0",0,"T"," ","0",254," "," ","0",127," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",0,"T"," ","0",0,"T"," ","0",NA," "," "," ",0,"T"," ","0",0,"T"," ","0",NA," "," "," ",NA," "," "," ",0,"T"," ","0",0,"T"," ","0",NA," "," "," ",NA," "," "," ",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," "
"44","USC00201484",1901,3,"PRCP",NA," "," "," ",0,"T"," ","0",508," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",NA," "," "," ",1270," ","O","0",254," "," ","0",NA," "," "," ",381," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",1524," ","O","0",1524," ","O","0",1524," ","O","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," "
"53","USC00201484",1901,4,"PRCP",NA," "," "," ",NA," "," "," ",254," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",69," "," ","0",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",953," "," ","0",NA," "," "," ",NA," "," "," "
