"","ID","year","month","element","Val1","xxM1","xxQ1","xxS1","Val2","xxM2","xxQ2","xxS2","Val3","xxM3","xxQ3","xxS3","Val4","xxM4","xxQ4","xxS4","Val5","xxM5","xxQ5","xxS5","Val6","xxM6","xxQ6","xxS6","Val7","xxM7","xxQ7","xxS7","Val8","xxM8","xxQ8","xxS8","Val9","xxM9","xxQ9","xxS9","Val10","xxM10","xxQ10","xxS10","Val11","xxM11","xxQ11","xxS11","Val12","xxM12","xxQ12","xxS12","Val13","xxM13","xxQ13","xxS13","Val14","xxM14","xxQ14","xxS14","Val15","xxM15","xxQ15","xxS15","Val16","xxM16","xxQ16","xxS16","Val17","xxM17","xxQ17","xxS17","Val18","xxM18","xxQ18","xxS18","Val19","xxM19","xxQ19","xxS19","Val20","xxM20","xxQ20","xxS20","Val21","xxM21","xxQ21","xxS21","Val22","xxM22","xxQ22","xxS22","Val23","xxM23","xxQ23","xxS23","Val24","xxM24","xxQ24","xxS24","Val25","xxM25","xxQ25","xxS25","Val26","xxM26","xxQ26","xxS26","Val27","xxM27","xxQ27","xxS27","Val28","xxM28","xxQ28","xxS28","Val29","xxM29","xxQ29","xxS29","Val30","xxM30","xxQ30","xxS30","Val31","xxM31","xxQ31","xxS31"
"699","USW00013984",1900,1,"PRCP",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",135," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X"
"704","USW00013984",1900,2,"PRCP",0," "," ","X",0," "," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",0," "," ","X",5," "," ","X",15," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",15," "," ","X",0," "," ","X",0,"T"," ","X",0,"T"," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0,"T"," ","X",0," "," ","X",10," "," ","X",0," "," ","X",0,"T"," ","X",0," "," ","X",140," "," ","X",10," "," ","X",NA," "," "," ",NA," "," "," ",NA," "," "," "
"709","USW00013984",1900,3,"PRCP",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",13," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",5," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",18," "," ","X",5," "," ","X",97," "," ","X",0," "," ","X",269," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X"
"714","USW00013984",1900,4,"PRCP",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",3," "," ","X",0,"T"," ","X",0,"T"," ","X",41," "," ","X",10," "," ","X",0," "," ","X",0," "," ","X",10," "," ","X",284," "," ","X",183," "," ","X",71," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0," "," ","X",5," "," ","X",20," "," ","X",5," "," ","X",56," "," ","X",8," "," ","X",142," "," ","X",175," "," ","X",8," "," ","X",0," "," ","X",NA," "," "," "
"719","USW00013984",1900,5,"PRCP",0,"T"," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",5," "," ","X",56," "," ","X",5," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",137," "," ","X",224," "," ","X",41," "," ","X",20," "," ","X",5," "," ","X",8," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",15," "," ","X",5," "," ","X",30," "," ","X",15," "," ","X",18," "," ","X",5," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X"
"724","USW00013984",1900,6,"PRCP",173," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",386," "," ","X",0," "," ","X",3," "," ","X",0," "," ","X",0," "," ","X",8," "," ","X",5," "," ","X",0,"T"," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0,"T"," ","X",0," "," ","X",NA," "," "," "
"729","USW00013984",1900,7,"PRCP",0," "," ","X",0,"T"," ","X",0," "," ","X",5," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",91," "," ","X",0," "," ","X",0," "," ","X",224," "," ","X",74," "," ","X",0," "," ","X",0," "," ","X",122," "," ","X",152," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",74," "," ","X",53," "," ","X",0," "," ","X",0," "," ","X"
"734","USW00013984",1900,8,"PRCP",0," "," ","X",0," "," ","X",0," "," ","X",28," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",61," "," ","X",0," "," ","X",0," "," ","X",36," "," ","X",41," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",198," "," ","X",8," "," ","X",0," "," ","X",244," "," ","X",0," "," ","X",0," "," ","X",178," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X"
"739","USW00013984",1900,9,"PRCP",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",386," "," ","X",107," "," ","X",10," "," ","X",0," "," ","X",231," "," ","X",0," "," ","X",25," "," ","X",0," "," ","X",0," "," ","X",147," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",5," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",0,"T"," ","X",0," "," ","X",0," "," ","X",NA," "," "," "
"744","USW00013984",1900,10,"PRCP",15," "," ","X",0," "," ","X",3," "," ","X",168," "," ","X",0," "," ","X",15," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0,"T"," ","X",389," "," ","X",53," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",0," "," ","X",8," "," ","X",66," "," ","X",89," "," ","X",25," "," ","X"
