"","ID","year","month","element","Val1","xxM1","xxQ1","xxS1","Val2","xxM2","xxQ2","xxS2","Val3","xxM3","xxQ3","xxS3","Val4","xxM4","xxQ4","xxS4","Val5","xxM5","xxQ5","xxS5","Val6","xxM6","xxQ6","xxS6","Val7","xxM7","xxQ7","xxS7","Val8","xxM8","xxQ8","xxS8","Val9","xxM9","xxQ9","xxS9","Val10","xxM10","xxQ10","xxS10","Val11","xxM11","xxQ11","xxS11","Val12","xxM12","xxQ12","xxS12","Val13","xxM13","xxQ13","xxS13","Val14","xxM14","xxQ14","xxS14","Val15","xxM15","xxQ15","xxS15","Val16","xxM16","xxQ16","xxS16","Val17","xxM17","xxQ17","xxS17","Val18","xxM18","xxQ18","xxS18","Val19","xxM19","xxQ19","xxS19","Val20","xxM20","xxQ20","xxS20","Val21","xxM21","xxQ21","xxS21","Val22","xxM22","xxQ22","xxS22","Val23","xxM23","xxQ23","xxS23","Val24","xxM24","xxQ24","xxS24","Val25","xxM25","xxQ25","xxS25","Val26","xxM26","xxQ26","xxS26","Val27","xxM27","xxQ27","xxS27","Val28","xxM28","xxQ28","xxS28","Val29","xxM29","xxQ29","xxS29","Val30","xxM30","xxQ30","xxS30","Val31","xxM31","xxQ31","xxS31"
"87","USW00014845",1900,1,"PRCP",NA," "," "," ",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",5," "," ","0",NA," "," "," ",18," "," ","0",3," "," ","0",0,"T"," ","0",0,"T"," ","0",3," "," ","0",38," "," ","0",147," "," ","0",36," "," ","0",8," "," ","0",33," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",36," "," ","0",5," "," ","0",NA," "," "," ",0,"T"," ","0",8," "," ","0",0,"T"," ","0",3," "," ","0",8," "," ","0"
"91","USW00014845",1900,2,"PRCP",3," "," ","0",NA," "," "," ",8," "," ","0",104," "," ","0",0,"T"," ","0",30," "," ","0",18," "," ","0",140," "," ","0",25," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",124," "," ","0",5," "," ","0",41," "," ","0",NA," "," "," ",0,"T"," ","0",0,"T"," ","0",0,"T"," ","0",NA," "," "," ",51," "," ","0",94," "," ","0",5," "," ","0",51," "," ","0",13," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," "
"95","USW00014845",1900,3,"PRCP",3," "," ","0",NA," "," "," ",NA," "," "," ",117," "," ","0",13," "," ","0",185," "," ","0",3," "," ","0",NA," "," "," ",71," "," ","0",NA," "," "," ",15," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",64," "," ","0",3," "," ","0",5," "," ","0",15," "," ","0",79," "," ","0",0,"T"," ","0",NA," "," "," ",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",23," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",NA," "," "," "
"99","USW00014845",1900,4,"PRCP",NA," "," "," ",48," "," ","0",13," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",97," "," ","0",79," "," ","0",15," "," ","0",NA," "," "," ",66," "," ","0",18," "," ","0",107," "," ","0",36," "," ","0",3," "," ","0",NA," "," "," ",41," "," ","0",46," "," ","0",3," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",NA," "," "," "
"103","USW00014845",1900,5,"PRCP",NA," "," "," ",25," "," ","0",3," "," ","0",3," "," ","0",NA," "," "," ",NA," "," "," ",43," "," ","0",137," "," ","0",15," "," ","0",NA," "," "," ",102," "," ","0",23," "," ","0",NA," "," "," ",NA," "," "," ",8," "," ","0",8," "," ","0",28," "," ","0",36," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",163," "," ","0",23," "," ","0",0,"T"," ","0",NA," "," "," ",424," "," ","0"
"106","USW00014845",1900,6,"PRCP",30," "," ","0",3," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",10," "," ","0",173," "," ","0",18," "," ","0",NA," "," "," ",254," "," ","0",5," "," ","0",NA," "," "," ",97," "," ","0",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",33," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",30," "," ","0",0,"T"," ","0",0,"T"," ","0",NA," "," "," ",NA," "," "," "
"109","USW00014845",1900,7,"PRCP",NA," "," "," ",13," "," ","0",81," "," ","0",3," "," ","0",0,"T"," ","0",NA," "," "," ",191," "," ","0",3," "," ","0",5," "," ","0",36," "," ","0",0,"T"," ","0",NA," "," "," ",NA," "," "," ",0,"T"," ","0",43," "," ","0",236," "," ","0",46," "," ","0",NA," "," "," ",NA," "," "," ",3," "," ","0",0,"T"," ","0",NA," "," "," ",282," "," ","0",48," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",0,"T"," ","0",NA," "," "," ",NA," "," "," "
"112","USW00014845",1900,8,"PRCP",NA," "," "," ",3," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",15," "," ","0",15," "," ","0",0,"T"," ","0",13," "," ","0",NA," "," "," ",8," "," ","0",NA," "," "," ",203," "," ","0",498," "," ","0",NA," "," "," ",NA," "," "," ",114," "," ","0",13," "," ","0",66," "," ","0",363," "," ","0",NA," "," "," ",18," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," "
"115","USW00014845",1900,9,"PRCP",NA," "," "," ",0,"T"," ","0",8," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",76," "," ","0",76," "," ","0",NA," "," "," ",NA," "," "," ",5," "," ","0",0,"T"," ","0",3," "," ","0",NA," "," "," ",18," "," ","0",58," "," ","0",3," "," ","0",NA," "," "," ",0,"T"," ","0",0,"T"," ","0",3," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",84," "," ","0",NA," "," "," ",NA," "," "," "
"118","USW00014845",1900,10,"PRCP",NA," "," "," ",NA," "," "," ",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",290," "," ","0",0,"T"," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",25," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",8," "," ","0",196," "," ","0",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",NA," "," "," ",264," "," ","0",91," "," ","0",46," "," ","0"
